imageName,boxNumber,tl,br,lowerBound,upperBound
WIN_20200113_11_21_31_Pro.jpg,6,380 286,407 305,1,1
WIN_20200113_11_21_31_Pro.jpg,7,316 301,340 327,1,1
WIN_20200113_11_21_31_Pro.jpg,8,372 321,390 340,1,1
WIN_20200113_11_21_31_Pro.jpg,9,352 365,364 377,1,1
WIN_20200113_11_21_31_Pro.jpg,10,153 385,168 399,1,1
WIN_20200113_11_21_31_Pro.jpg,11,268 385,287 404,1,1
WIN_20200113_11_21_46_Pro.jpg,0,280 82,304 105,1,1
WIN_20200113_11_21_46_Pro.jpg,1,316 383,342 407,1,1
WIN_20200113_11_22_00_Pro.jpg,0,146 132,178 166,2,2
WIN_20200113_11_22_00_Pro.jpg,1,243 147,278 181,1,1
WIN_20200113_11_22_00_Pro.jpg,2,131 167,167 200,1,1
WIN_20200113_11_22_00_Pro.jpg,3,364 167,415 215,1,1
WIN_20200113_11_22_00_Pro.jpg,4,216 184,251 217,1,1
WIN_20200113_11_22_00_Pro.jpg,5,69 195,125 237,2,2
WIN_20200113_11_22_00_Pro.jpg,6,69 238,110 277,1,1
WIN_20200113_11_22_00_Pro.jpg,7,229 238,263 267,1,1
WIN_20200113_11_22_00_Pro.jpg,8,190 241,222 279,2,2
WIN_20200113_11_22_00_Pro.jpg,9,152 251,183 280,1,1
WIN_20200113_11_22_00_Pro.jpg,10,115 253,144 274,2,2
WIN_20200113_11_22_00_Pro.jpg,11,252 281,296 322,1,1
WIN_20200113_11_22_00_Pro.jpg,12,101 283,116 297,1,1
WIN_20200113_11_22_00_Pro.jpg,13,209 283,242 312,1,1
WIN_20200113_11_22_00_Pro.jpg,14,87 288,284 449,30,60
WIN_20200113_11_22_00_Pro.jpg,15,280 318,333 372,2,2
WIN_20200113_11_22_00_Pro.jpg,16,395 325,431 357,1,1
WIN_20200113_11_22_00_Pro.jpg,17,216 355,236 377,1,1
WIN_20200113_11_22_00_Pro.jpg,18,237 385,313 457,7,10
WIN_20200113_11_22_36_Pro.jpg,0,263 80,319 131,1,1
WIN_20200113_11_22_36_Pro.jpg,1,344 90,375 119,1,1
WIN_20200113_11_22_36_Pro.jpg,2,191 137,214 160,1,1
WIN_20200113_11_22_36_Pro.jpg,3,192 182,219 208,1,1
WIN_20200113_11_22_42_Pro.jpg,0,257 77,314 130,1,1
WIN_20200113_11_22_42_Pro.jpg,1,340 87,371 117,1,1
WIN_20200113_11_22_42_Pro.jpg,2,188 139,211 160,1,1
WIN_20200113_11_22_42_Pro.jpg,3,192 183,218 209,1,1
WIN_20200117_13_14_50_Pro.jpg,0,443 199,473 223,1,1
WIN_20200117_13_14_50_Pro.jpg,1,199 239,227 264,1,1
WIN_20200117_13_14_50_Pro.jpg,2,135 420,151 434,1,1
WIN_20200117_13_15_25_Pro.jpg,0,80 131,98 147,1,1
WIN_20200117_13_15_25_Pro.jpg,1,253 213,280 239,1,1
WIN_20200117_13_15_25_Pro.jpg,2,265 443,292 474,1,1
WIN_20200117_13_15_37_Pro.jpg,0,426 300,445 317,1,1
WIN_20200117_13_15_37_Pro.jpg,1,371 398,401 427,1,1
WIN_20200117_13_15_42_Pro.jpg,0,150 422,181 453,1,1
WIN_20200117_13_15_42_Pro.jpg,1,279 425,299 444,1,1
WIN_20200117_13_15_53_Pro.jpg,0,149 135,185 169,1,1
WIN_20200117_13_15_53_Pro.jpg,1,370 145,405 178,1,1
WIN_20200117_13_15_53_Pro.jpg,2,175 321,190 337,1,1
WIN_20200117_13_15_58_Pro.jpg,0,273 108,307 142,1,1
WIN_20200117_13_15_58_Pro.jpg,1,145 241,161 255,1,1
WIN_20200117_13_16_08_Pro.jpg,0,150 259,177 282,1,1
WIN_20200117_13_16_08_Pro.jpg,1,430 342,459 370,1,1
WIN_20200117_13_16_08_Pro.jpg,2,132 389,164 421,1,1
WIN_20200117_13_16_12_Pro.jpg,0,190 180,217 205,1,1
WIN_20200117_13_16_12_Pro.jpg,1,52 226,86 257,1,1
WIN_20200117_13_16_12_Pro.jpg,2,236 454,265 482,1,1
WIN_20200117_13_16_23_Pro.jpg,0,148 388,165 405,1,1
WIN_20200117_13_16_37_Pro.jpg,0,353 193,377 216,1,1
WIN_20200117_13_16_37_Pro.jpg,1,370 386,393 409,1,1
WIN_20200117_13_16_40_Pro.jpg,0,353 294,377 317,1,1
WIN_20200117_13_16_40_Pro.jpg,1,197 422,220 444,1,1
WIN_20200117_13_16_46_Pro.jpg,0,57 232,80 252,1,1
WIN_20200117_13_16_46_Pro.jpg,1,213 357,237 380,1,1
WIN_20200117_13_17_00_Pro.jpg,0,194 218,217 244,1,1
WIN_20200117_13_17_00_Pro.jpg,1,171 285,205 317,1,1
WIN_20200117_13_17_00_Pro.jpg,2,122 333,145 355,1,1
WIN_20200117_13_17_00_Pro.jpg,3,165 389,216 428,1,2
WIN_20200117_13_17_05_Pro.jpg,0,139 141,162 163,1,1
WIN_20200117_13_17_05_Pro.jpg,1,185 182,219 214,1,1
WIN_20200117_13_17_05_Pro.jpg,2,65 191,109 237,1,2
WIN_20200117_13_17_05_Pro.jpg,3,265 197,291 219,1,1
WIN_20200117_13_17_21_Pro.jpg,0,217 176,245 205,1,1
WIN_20200117_13_17_21_Pro.jpg,1,49 280,67 297,1,1
WIN_20200117_13_17_25_Pro.jpg,0,164 75,186 96,1,1
WIN_20200117_13_17_25_Pro.jpg,1,301 211,331 237,1,1
WIN_20200117_13_17_35_Pro.jpg,0,340 196,365 222,1,1
WIN_20200117_13_17_35_Pro.jpg,1,370 312,396 338,1,1
WIN_20200117_13_17_39_Pro.jpg,0,297 333,323 359,1,1
WIN_20200117_13_17_39_Pro.jpg,1,173 363,201 391,1,1
WIN_20200117_13_17_49_Pro.jpg,0,11 100,186 268,1,1
WIN_20200117_13_17_49_Pro.jpg,1,204 177,232 203,1,1
WIN_20200117_13_17_49_Pro.jpg,2,426 303,443 319,1,1
WIN_20200117_13_17_49_Pro.jpg,3,313 334,341 361,1,1
WIN_20200117_13_17_55_Pro.jpg,0,228 37,410 199,1,1
WIN_20200117_13_17_55_Pro.jpg,1,318 215,346 240,1,1
WIN_20200117_13_17_55_Pro.jpg,2,171 341,200 367,1,1
WIN_20200117_13_17_55_Pro.jpg,3,233 436,251 453,1,1
WIN_20200117_13_18_08_Pro.jpg,0,281 97,301 118,1,1
WIN_20200117_13_18_08_Pro.jpg,1,270 176,299 204,1,1
WIN_20200117_13_18_08_Pro.jpg,2,343 265,378 296,1,1
WIN_20200117_13_18_08_Pro.jpg,3,273 321,293 340,1,2
WIN_20200117_13_18_13_Pro.jpg,0,403 194,424 214,1,1
WIN_20200117_13_18_13_Pro.jpg,1,322 230,352 258,1,1
WIN_20200117_13_18_13_Pro.jpg,2,201 309,219 329,1,2
WIN_20200117_13_18_13_Pro.jpg,3,281 339,313 368,1,1
WIN_20200117_13_18_31_Pro.jpg,0,398 229,432 261,1,1
WIN_20200117_13_18_31_Pro.jpg,1,132 428,162 456,1,1
WIN_20200117_13_18_34_Pro.jpg,0,402 228,435 259,1,1
WIN_20200117_13_18_34_Pro.jpg,1,133 425,163 455,1,1
WIN_20200117_13_18_45_Pro.jpg,0,274 59,285 74,1,1
WIN_20200117_13_18_56_Pro.jpg,0,220 49,253 83,1,1
WIN_20200117_13_18_56_Pro.jpg,1,93 100,120 125,1,1
WIN_20200117_13_19_00_Pro.jpg,0,316 55,341 78,1,1
WIN_20200117_13_19_00_Pro.jpg,1,412 140,446 172,1,1
WIN_20200117_13_20_00_Pro.jpg,0,177 326,252 397,1,1
WIN_20200117_13_20_00_Pro.jpg,1,391 340,408 357,1,1
WIN_20200117_13_20_11_Pro.jpg,0,107 101,138 130,1,1
WIN_20200117_13_20_11_Pro.jpg,1,156 124,219 182,1,1
WIN_20200117_13_20_11_Pro.jpg,2,257 143,288 174,1,1
WIN_20200117_13_20_11_Pro.jpg,3,116 188,140 212,1,1
WIN_20200117_13_20_11_Pro.jpg,4,208 210,248 247,1,1
WIN_20200117_13_20_11_Pro.jpg,5,296 342,331 375,1,1
WIN_20200117_13_20_11_Pro.jpg,6,251 401,289 436,1,2
WIN_20200117_13_20_15_Pro.jpg,0,284 59,318 88,1,1
WIN_20200117_13_20_15_Pro.jpg,1,220 114,244 138,1,1
WIN_20200117_13_20_15_Pro.jpg,2,277 115,340 173,1,1
WIN_20200117_13_20_15_Pro.jpg,3,340 197,370 227,1,1
WIN_20200117_13_20_15_Pro.jpg,4,248 202,287 240,1,1
WIN_20200117_13_20_15_Pro.jpg,5,191 345,226 379,1,1
WIN_20200117_13_20_15_Pro.jpg,6,112 346,148 383,1,2
WIN_20200117_13_21_16_Pro.jpg,0,364 101,396 132,1,1
WIN_20200117_13_21_16_Pro.jpg,1,344 136,398 187,1,1
WIN_20200117_13_21_16_Pro.jpg,2,140 137,240 240,2,2
WIN_20200117_13_21_16_Pro.jpg,3,265 159,332 227,1,1
WIN_20200117_13_21_16_Pro.jpg,4,55 175,92 212,1,2
WIN_20200117_13_21_16_Pro.jpg,5,337 190,383 247,3,3
WIN_20200117_13_21_16_Pro.jpg,6,151 250,167 266,1,1
WIN_20200117_13_21_16_Pro.jpg,7,328 294,360 323,1,1
WIN_20200117_13_21_16_Pro.jpg,8,200 298,206 303,1,1
WIN_20200117_13_21_16_Pro.jpg,9,164 339,187 360,1,1
WIN_20200117_13_21_16_Pro.jpg,10,257 350,265 358,1,1
WIN_20200117_13_21_16_Pro.jpg,11,302 352,321 367,1,1
WIN_20200117_13_21_16_Pro.jpg,12,199 354,264 417,1,2
WIN_20200117_13_21_16_Pro.jpg,13,290 369,340 409,2,3
WIN_20200117_13_21_19_Pro.jpg,0,123 92,162 128,1,2
WIN_20200117_13_21_19_Pro.jpg,1,208 110,282 223,2,3
WIN_20200117_13_21_19_Pro.jpg,2,429 189,459 218,1,1
WIN_20200117_13_21_19_Pro.jpg,3,297 192,363 262,1,1
WIN_20200117_13_21_19_Pro.jpg,4,168 202,184 218,1,1
WIN_20200117_13_21_19_Pro.jpg,5,384 214,436 263,1,1
WIN_20200117_13_21_19_Pro.jpg,6,351 250,388 307,2,3
WIN_20200117_13_21_19_Pro.jpg,7,186 266,192 272,1,1
WIN_20200117_13_21_19_Pro.jpg,8,128 286,150 305,1,1
WIN_20200117_13_21_19_Pro.jpg,9,131 325,198 387,1,2
WIN_20200117_13_21_19_Pro.jpg,10,287 331,322 360,1,1
WIN_20200117_13_21_19_Pro.jpg,11,203 339,211 347,1,1
WIN_20200117_13_21_19_Pro.jpg,12,237 365,254 381,1,1
WIN_20200117_13_21_19_Pro.jpg,13,213 376,255 421,2,2
WIN_20200117_13_21_31_Pro.jpg,0,256 54,290 80,1,1
WIN_20200117_13_21_31_Pro.jpg,1,181 84,219 118,1,1
WIN_20200117_13_21_31_Pro.jpg,2,128 124,151 145,1,1
WIN_20200117_13_21_31_Pro.jpg,3,144 217,247 308,1,1
WIN_20200117_13_21_31_Pro.jpg,4,64 232,78 244,1,1
WIN_20200117_13_21_31_Pro.jpg,5,208 324,223 338,1,1
WIN_20200117_13_21_31_Pro.jpg,6,303 381,348 424,1,1
WIN_20200117_13_21_31_Pro.jpg,7,121 383,135 397,1,1
WIN_20200117_13_21_41_Pro.jpg,0,237 77,251 91,1,1
WIN_20200117_13_21_41_Pro.jpg,1,355 117,378 140,1,1
WIN_20200117_13_21_41_Pro.jpg,2,192 157,294 252,1,1
WIN_20200117_13_21_41_Pro.jpg,3,85 161,103 175,1,1
WIN_20200117_13_21_41_Pro.jpg,4,395 162,431 196,1,2
WIN_20200117_13_21_41_Pro.jpg,5,448 224,476 253,1,2
WIN_20200117_13_21_41_Pro.jpg,6,168 229,183 243,1,1
WIN_20200117_13_21_41_Pro.jpg,7,96 330,143 372,1,1
WIN_20200117_13_21_52_Pro.jpg,0,186 63,482 388,5,9
WIN_20200117_13_21_52_Pro.jpg,1,226 66,259 94,1,1
WIN_20200117_13_21_52_Pro.jpg,2,84 104,123 153,1,2
WIN_20200117_13_21_52_Pro.jpg,3,172 136,198 162,1,1
WIN_20200117_13_21_52_Pro.jpg,4,124 217,151 241,1,1
WIN_20200117_13_21_56_Pro.jpg,0,287 55,336 88,1,2
WIN_20200117_13_21_56_Pro.jpg,1,216 133,243 157,1,1
WIN_20200117_13_21_56_Pro.jpg,2,314 136,343 162,1,1
WIN_20200117_13_21_56_Pro.jpg,3,159 153,475 466,5,8
WIN_20200117_13_22_16_Pro.jpg,0,295 229,338 272,1,1
WIN_20200117_13_22_16_Pro.jpg,1,169 271,190 290,1,1
WIN_20200117_13_22_38_Pro.jpg,0,165 209,194 237,1,1
WIN_20200117_13_22_38_Pro.jpg,1,168 303,203 335,1,1
WIN_20200117_13_22_42_Pro.jpg,0,284 171,315 198,1,1
WIN_20200117_13_22_42_Pro.jpg,1,179 172,214 205,1,1
WIN_20200117_13_23_01_Pro.jpg,0,340 252,372 283,1,1
WIN_20200117_13_23_05_Pro.jpg,0,267 331,299 362,1,1
WIN_20200124_10_56_35_Pro.jpg,0,356 79,368 92,1,1
WIN_20200124_10_56_35_Pro.jpg,1,157 94,170 107,1,1
WIN_20200124_10_56_35_Pro.jpg,2,183 105,195 116,1,1
WIN_20200124_10_56_35_Pro.jpg,3,170 108,181 119,1,1
WIN_20200124_10_56_35_Pro.jpg,4,221 117,234 128,1,1
WIN_20200124_10_56_35_Pro.jpg,5,151 118,170 131,2,2
WIN_20200124_10_56_35_Pro.jpg,6,119 123,131 134,1,1
WIN_20200124_10_56_35_Pro.jpg,7,178 125,192 138,1,2
WIN_20200124_10_56_35_Pro.jpg,8,132 132,144 143,1,1
WIN_20200124_10_56_35_Pro.jpg,9,165 137,178 148,1,1
WIN_20200124_10_56_35_Pro.jpg,10,187 141,197 151,1,1
WIN_20200124_10_56_35_Pro.jpg,11,291 146,302 158,1,1
WIN_20200124_10_56_35_Pro.jpg,12,108 153,121 166,1,1
WIN_20200124_10_56_35_Pro.jpg,13,147 158,157 169,1,1
WIN_20200124_10_56_35_Pro.jpg,14,347 158,369 182,3,3
WIN_20200124_10_56_35_Pro.jpg,15,69 161,81 172,1,1
WIN_20200124_10_56_35_Pro.jpg,16,262 161,272 170,1,1
WIN_20200124_10_56_35_Pro.jpg,17,324 170,337 182,1,1
WIN_20200124_10_56_35_Pro.jpg,18,269 171,283 184,1,1
WIN_20200124_10_56_35_Pro.jpg,19,147 176,158 187,1,1
WIN_20200124_10_56_35_Pro.jpg,20,160 177,178 193,2,2
WIN_20200124_10_56_35_Pro.jpg,21,228 178,239 187,1,1
WIN_20200124_10_56_35_Pro.jpg,22,129 179,134 184,1,1
WIN_20200124_10_56_35_Pro.jpg,23,340 179,360 196,2,2
WIN_20200124_10_56_35_Pro.jpg,24,382 184,394 195,1,1
WIN_20200124_10_56_35_Pro.jpg,25,213 185,226 198,1,2
WIN_20200124_10_56_35_Pro.jpg,26,234 188,245 197,1,1
WIN_20200124_10_56_35_Pro.jpg,27,268 188,278 199,1,1
WIN_20200124_10_56_35_Pro.jpg,28,405 189,417 200,1,1
WIN_20200124_10_56_35_Pro.jpg,29,370 192,375 197,1,1
WIN_20200124_10_56_35_Pro.jpg,30,254 193,266 204,1,3
WIN_20200124_10_56_35_Pro.jpg,31,60 194,73 205,1,1
WIN_20200124_10_56_35_Pro.jpg,32,318 194,331 205,1,1
WIN_20200124_10_56_35_Pro.jpg,33,219 200,229 211,1,1
WIN_20200124_10_56_35_Pro.jpg,34,204 203,213 214,1,1
WIN_20200124_10_56_35_Pro.jpg,35,182 204,201 221,1,3
WIN_20200124_10_56_35_Pro.jpg,36,336 206,356 225,2,2
WIN_20200124_10_56_35_Pro.jpg,37,224 207,254 232,4,10
WIN_20200124_10_56_35_Pro.jpg,38,170 208,180 218,1,1
WIN_20200124_10_56_35_Pro.jpg,39,83 215,94 226,1,1
WIN_20200124_10_56_35_Pro.jpg,40,138 218,149 229,1,1
WIN_20200124_10_56_35_Pro.jpg,41,183 222,193 231,1,1
WIN_20200124_10_56_35_Pro.jpg,42,204 223,214 234,1,1
WIN_20200124_10_56_35_Pro.jpg,43,379 225,390 234,1,1
WIN_20200124_10_56_35_Pro.jpg,44,59 226,70 237,1,1
WIN_20200124_10_56_35_Pro.jpg,45,92 226,104 237,1,1
WIN_20200124_10_56_35_Pro.jpg,46,382 238,392 247,1,1
WIN_20200124_10_56_35_Pro.jpg,47,405 239,422 250,1,1
WIN_20200124_10_56_35_Pro.jpg,48,324 242,341 254,1,1
WIN_20200124_10_56_35_Pro.jpg,49,356 245,366 258,1,1
WIN_20200124_10_56_35_Pro.jpg,50,382 248,393 258,1,1
WIN_20200124_10_56_35_Pro.jpg,51,410 249,421 258,1,1
WIN_20200124_10_56_35_Pro.jpg,52,113 250,124 261,1,1
WIN_20200124_10_56_35_Pro.jpg,53,152 250,166 267,2,2
WIN_20200124_10_56_35_Pro.jpg,54,330 252,347 266,2,2
WIN_20200124_10_56_35_Pro.jpg,55,349 254,355 261,1,1
WIN_20200124_10_56_35_Pro.jpg,56,357 262,369 272,1,3
WIN_20200124_10_56_35_Pro.jpg,57,450 264,461 273,1,1
WIN_20200124_10_56_35_Pro.jpg,58,205 277,230 292,2,3
WIN_20200124_10_56_35_Pro.jpg,59,299 277,310 288,1,1
WIN_20200124_10_56_35_Pro.jpg,60,401 277,412 287,1,1
WIN_20200124_10_56_35_Pro.jpg,61,114 279,124 290,1,1
WIN_20200124_10_56_35_Pro.jpg,62,334 286,346 296,1,1
WIN_20200124_10_56_35_Pro.jpg,63,246 290,267 314,3,3
WIN_20200124_10_56_35_Pro.jpg,64,299 292,312 303,1,1
WIN_20200124_10_56_35_Pro.jpg,65,455 295,476 306,2,2
WIN_20200124_10_56_35_Pro.jpg,66,314 296,329 312,2,2
WIN_20200124_10_56_35_Pro.jpg,67,209 297,220 308,1,1
WIN_20200124_10_56_35_Pro.jpg,68,229 297,243 312,1,2
WIN_20200124_10_56_35_Pro.jpg,69,348 301,360 312,1,1
WIN_20200124_10_56_35_Pro.jpg,70,71 303,83 314,1,1
WIN_20200124_10_56_35_Pro.jpg,71,92 306,102 317,1,1
WIN_20200124_10_56_35_Pro.jpg,72,453 310,465 320,1,1
WIN_20200124_10_56_35_Pro.jpg,73,371 317,382 326,1,1
WIN_20200124_10_56_35_Pro.jpg,74,290 319,299 328,1,1
WIN_20200124_10_56_35_Pro.jpg,75,302 320,308 325,1,1
WIN_20200124_10_56_35_Pro.jpg,76,398 325,407 332,1,1
WIN_20200124_10_56_35_Pro.jpg,77,312 328,324 345,1,3
WIN_20200124_10_56_35_Pro.jpg,78,356 329,369 338,1,1
WIN_20200124_10_56_35_Pro.jpg,79,304 330,310 335,1,3
WIN_20200124_10_56_35_Pro.jpg,80,333 330,345 341,1,1
WIN_20200124_10_56_35_Pro.jpg,81,102 332,113 341,1,1
WIN_20200124_10_56_35_Pro.jpg,82,133 333,146 344,1,1
WIN_20200124_10_56_35_Pro.jpg,83,223 336,235 349,1,1
WIN_20200124_10_56_35_Pro.jpg,84,269 339,283 352,1,1
WIN_20200124_10_56_35_Pro.jpg,85,71 344,83 356,1,1
WIN_20200124_10_56_35_Pro.jpg,86,143 360,155 370,1,1
WIN_20200124_10_56_35_Pro.jpg,87,87 362,98 371,1,1
WIN_20200124_10_56_35_Pro.jpg,88,402 364,418 379,1,2
WIN_20200124_10_56_35_Pro.jpg,89,373 369,385 382,1,1
WIN_20200124_10_56_35_Pro.jpg,90,270 377,281 385,1,1
WIN_20200124_10_56_35_Pro.jpg,91,109 389,125 412,2,2
WIN_20200124_10_56_35_Pro.jpg,92,140 412,155 424,1,1
WIN_20200124_10_56_35_Pro.jpg,93,259 427,270 439,1,1
WIN_20200124_10_56_35_Pro.jpg,94,141 430,153 440,1,1
WIN_20200124_10_56_35_Pro.jpg,95,183 442,194 451,1,1
WIN_20200124_10_56_35_Pro.jpg,96,220 442,233 454,1,1
WIN_20200124_10_56_35_Pro.jpg,97,375 442,387 453,1,1
WIN_20200124_10_56_35_Pro.jpg,98,284 450,298 461,1,1
WIN_20200124_10_56_35_Pro.jpg,99,260 462,274 474,1,1
WIN_20200124_10_56_35_Pro.jpg,100,284 464,296 478,1,1
WIN_20200124_10_57_08_Pro.jpg,0,232 30,240 36,1,1
WIN_20200124_10_57_08_Pro.jpg,1,296 45,307 58,1,1
WIN_20200124_10_57_08_Pro.jpg,2,161 54,173 72,2,2
WIN_20200124_10_57_08_Pro.jpg,3,263 58,275 71,1,1
WIN_20200124_10_57_08_Pro.jpg,4,223 87,235 99,1,1
WIN_20200124_10_57_08_Pro.jpg,5,285 90,297 101,1,1
WIN_20200124_10_57_08_Pro.jpg,6,191 106,204 119,1,1
WIN_20200124_10_57_08_Pro.jpg,7,218 106,228 117,1,1
WIN_20200124_10_57_08_Pro.jpg,8,300 112,313 123,1,1
WIN_20200124_10_57_08_Pro.jpg,9,326 118,339 131,1,1
WIN_20200124_10_57_08_Pro.jpg,10,341 127,357 139,1,2
WIN_20200124_10_57_08_Pro.jpg,11,284 130,304 155,2,4
WIN_20200124_10_57_08_Pro.jpg,12,211 135,221 147,1,1
WIN_20200124_10_57_08_Pro.jpg,13,116 136,128 147,1,1
WIN_20200124_10_57_08_Pro.jpg,14,178 136,198 165,2,4
WIN_20200124_10_57_08_Pro.jpg,15,265 138,276 149,1,1
WIN_20200124_10_57_08_Pro.jpg,16,44 141,54 149,1,1
WIN_20200124_10_57_08_Pro.jpg,17,391 141,404 155,1,1
WIN_20200124_10_57_08_Pro.jpg,18,413 141,426 152,1,1
WIN_20200124_10_57_08_Pro.jpg,19,247 145,258 156,1,1
WIN_20200124_10_57_08_Pro.jpg,20,330 145,341 156,1,1
WIN_20200124_10_57_08_Pro.jpg,21,222 148,244 161,1,4
WIN_20200124_10_57_08_Pro.jpg,22,61 149,70 159,1,3
WIN_20200124_10_57_08_Pro.jpg,23,316 152,327 160,1,3
WIN_20200124_10_57_08_Pro.jpg,24,110 153,121 162,1,1
WIN_20200124_10_57_08_Pro.jpg,25,200 153,210 162,1,1
WIN_20200124_10_57_08_Pro.jpg,26,290 157,299 164,1,1
WIN_20200124_10_57_08_Pro.jpg,27,278 158,287 167,1,1
WIN_20200124_10_57_08_Pro.jpg,28,237 160,246 170,1,3
WIN_20200124_10_57_08_Pro.jpg,29,318 162,328 171,1,3
WIN_20200124_10_57_08_Pro.jpg,30,203 164,214 173,1,3
WIN_20200124_10_57_08_Pro.jpg,31,228 164,237 173,1,1
WIN_20200124_10_57_08_Pro.jpg,32,296 167,309 181,1,3
WIN_20200124_10_57_08_Pro.jpg,33,187 169,197 179,1,1
WIN_20200124_10_57_08_Pro.jpg,34,218 171,228 180,1,1
WIN_20200124_10_57_08_Pro.jpg,35,308 172,320 186,1,3
WIN_20200124_10_57_08_Pro.jpg,36,284 174,294 183,1,2
WIN_20200124_10_57_08_Pro.jpg,37,111 175,123 185,1,1
WIN_20200124_10_57_08_Pro.jpg,38,247 175,259 186,1,1
WIN_20200124_10_57_08_Pro.jpg,39,46 176,58 185,1,1
WIN_20200124_10_57_08_Pro.jpg,40,322 177,340 188,1,3
WIN_20200124_10_57_08_Pro.jpg,41,130 180,141 191,1,1
WIN_20200124_10_57_08_Pro.jpg,42,81 181,91 190,1,1
WIN_20200124_10_57_08_Pro.jpg,43,403 183,422 202,2,2
WIN_20200124_10_57_08_Pro.jpg,44,284 187,294 197,1,1
WIN_20200124_10_57_08_Pro.jpg,45,243 189,254 200,1,1
WIN_20200124_10_57_08_Pro.jpg,46,263 189,273 197,1,2
WIN_20200124_10_57_08_Pro.jpg,47,330 192,341 203,1,1
WIN_20200124_10_57_08_Pro.jpg,48,252 199,272 213,2,2
WIN_20200124_10_57_08_Pro.jpg,49,279 201,290 212,1,1
WIN_20200124_10_57_08_Pro.jpg,50,397 207,410 220,1,1
WIN_20200124_10_57_08_Pro.jpg,51,55 211,65 220,1,1
WIN_20200124_10_57_08_Pro.jpg,52,293 213,306 226,1,1
WIN_20200124_10_57_08_Pro.jpg,53,276 222,290 232,1,2
WIN_20200124_10_57_08_Pro.jpg,54,165 228,182 245,2,2
WIN_20200124_10_57_08_Pro.jpg,55,306 228,317 239,1,1
WIN_20200124_10_57_08_Pro.jpg,56,239 230,251 242,1,1
WIN_20200124_10_57_08_Pro.jpg,57,267 234,279 244,1,1
WIN_20200124_10_57_08_Pro.jpg,58,39 237,51 247,1,1
WIN_20200124_10_57_08_Pro.jpg,59,294 240,307 258,2,2
WIN_20200124_10_57_08_Pro.jpg,60,237 245,248 255,1,2
WIN_20200124_10_57_08_Pro.jpg,61,264 246,275 255,1,2
WIN_20200124_10_57_08_Pro.jpg,62,321 246,332 257,1,1
WIN_20200124_10_57_08_Pro.jpg,63,68 248,77 255,1,1
WIN_20200124_10_57_08_Pro.jpg,64,81 248,107 259,3,3
WIN_20200124_10_57_08_Pro.jpg,65,190 249,201 259,1,1
WIN_20200124_10_57_08_Pro.jpg,66,224 252,236 262,1,1
WIN_20200124_10_57_08_Pro.jpg,67,245 252,254 261,1,1
WIN_20200124_10_57_08_Pro.jpg,68,37 257,47 267,1,1
WIN_20200124_10_57_08_Pro.jpg,69,202 257,212 268,1,1
WIN_20200124_10_57_08_Pro.jpg,70,282 258,289 265,1,1
WIN_20200124_10_57_08_Pro.jpg,71,131 259,142 268,1,1
WIN_20200124_10_57_08_Pro.jpg,72,267 259,281 271,1,2
WIN_20200124_10_57_08_Pro.jpg,73,188 263,195 269,1,1
WIN_20200124_10_57_08_Pro.jpg,74,217 264,239 280,3,3
WIN_20200124_10_57_08_Pro.jpg,75,166 274,178 284,1,1
WIN_20200124_10_57_08_Pro.jpg,76,205 275,216 285,1,1
WIN_20200124_10_57_08_Pro.jpg,77,268 279,279 295,2,2
WIN_20200124_10_57_08_Pro.jpg,78,402 282,413 295,1,1
WIN_20200124_10_57_08_Pro.jpg,79,371 285,382 296,1,1
WIN_20200124_10_57_08_Pro.jpg,80,125 286,136 296,1,1
WIN_20200124_10_57_08_Pro.jpg,81,180 287,192 298,1,1
WIN_20200124_10_57_08_Pro.jpg,82,428 303,438 314,1,1
WIN_20200124_10_57_08_Pro.jpg,83,218 308,229 319,1,1
WIN_20200124_10_57_08_Pro.jpg,84,196 311,205 321,1,1
WIN_20200124_10_57_08_Pro.jpg,85,278 311,291 322,1,1
WIN_20200124_10_57_08_Pro.jpg,86,252 317,265 330,1,1
WIN_20200124_10_57_08_Pro.jpg,87,294 319,311 338,2,3
WIN_20200124_10_57_08_Pro.jpg,88,161 330,172 341,1,1
WIN_20200124_10_57_08_Pro.jpg,89,214 331,226 342,1,1
WIN_20200124_10_57_08_Pro.jpg,90,141 335,152 346,1,1
WIN_20200124_10_57_08_Pro.jpg,91,435 338,446 349,1,1
WIN_20200124_10_57_08_Pro.jpg,92,260 341,272 355,1,1
WIN_20200124_10_57_08_Pro.jpg,93,190 346,201 356,1,1
WIN_20200124_10_57_08_Pro.jpg,94,182 352,191 362,1,1
WIN_20200124_10_57_08_Pro.jpg,95,398 354,414 370,2,2
WIN_20200124_10_57_08_Pro.jpg,96,151 355,161 364,1,1
WIN_20200124_10_57_08_Pro.jpg,97,277 356,288 367,1,1
WIN_20200124_10_57_08_Pro.jpg,98,205 359,216 370,1,1
WIN_20200124_10_57_08_Pro.jpg,99,307 361,317 372,1,1
WIN_20200124_10_57_08_Pro.jpg,100,262 371,268 377,1,1
WIN_20200124_10_57_08_Pro.jpg,101,408 371,419 382,1,1
WIN_20200124_10_57_08_Pro.jpg,102,292 375,303 385,1,3
WIN_20200124_10_57_08_Pro.jpg,103,159 376,171 387,1,1
WIN_20200124_10_57_08_Pro.jpg,104,321 376,331 387,1,1
WIN_20200124_10_57_08_Pro.jpg,105,101 382,113 391,1,1
